cod_mun,municipio,mes,especialidade,internacoes,valor_total_brl,dias_permanencia,obitos
110002,Outros estados / ignorado,2025-01,Clínico,1,444.07,13,0
110002,Outros estados / ignorado,2025-02,Cirúrgico,1,211.13,2,0
110002,Outros estados / ignorado,2025-03,Clínico,1,1819.37,59,0
110002,Outros estados / ignorado,2025-04,Cirúrgico,1,3975.04,53,0
110002,Outros estados / ignorado,2025-08,Cirúrgico,1,10476.91,46,0
110004,Outros estados / ignorado,2025-10,Cirúrgico,1,2936.9,1,0
110004,Outros estados / ignorado,2025-11,Cirúrgico,1,19305.54,27,0
110005,Outros estados / ignorado,2025-09,Cirúrgico,1,624.18,5,0
110012,Outros estados / ignorado,2025-04,Cirúrgico,1,6266.17,6,0
110012,Outros estados / ignorado,2025-10,Cirúrgico,1,12219.4,18,0
110020,Outros estados / ignorado,2025-01,Cirúrgico,1,779.6,1,0
110020,Outros estados / ignorado,2025-02,Clínico,1,40.38,2,0
110020,Outros estados / ignorado,2025-03,Clínico,1,40.38,1,0
110020,Outros estados / ignorado,2025-04,Cirúrgico,2,2369.67,23,0
110020,Outros estados / ignorado,2025-07,Cirúrgico,1,7039.79,1,0
110020,Outros estados / ignorado,2025-07,Pediátrico,1,1521.42,23,0
110020,Outros estados / ignorado,2025-08,Clínico,1,199.33,2,0
110020,Outros estados / ignorado,2025-08,Obstétrico,1,772.18,2,0
110020,Outros estados / ignorado,2025-10,Cirúrgico,1,20404.93,9,0
110020,Outros estados / ignorado,2025-11,Clínico,1,199.33,1,0
110028,Outros estados / ignorado,2025-09,Cirúrgico,1,406.32,4,0
110028,Outros estados / ignorado,2025-10,Cirúrgico,1,2095.08,51,0
110040,Outros estados / ignorado,2025-09,Clínico,1,8530.41,1,0
110120,Outros estados / ignorado,2025-09,Cirúrgico,1,29973.31,20,0
120010,Outros estados / ignorado,2025-05,Cirúrgico,1,14640.83,6,0
120010,Outros estados / ignorado,2025-11,Clínico,1,333.96,7,0
120020,Outros estados / ignorado,2025-02,Cirúrgico,1,9556.25,74,0
120020,Outros estados / ignorado,2025-06,Cirúrgico,3,1975.22,23,0
120020,Outros estados / ignorado,2025-10,Psiquiatria,1,49.7,1,0
120030,Outros estados / ignorado,2025-08,Clínico,1,2893.62,32,0
120030,Outros estados / ignorado,2025-09,Cirúrgico,1,6314.17,6,0
120030,Outros estados / ignorado,2025-12,Cirúrgico,1,785.04,2,0
120040,Outros estados / ignorado,2025-01,Cirúrgico,2,11404.04,71,0
120040,Outros estados / ignorado,2025-05,Cirúrgico,1,16032.8,24,0
120040,Outros estados / ignorado,2025-08,Cirúrgico,3,21873.96,29,0
120040,Outros estados / ignorado,2025-08,Clínico,1,14007.25,1,0
120040,Outros estados / ignorado,2025-09,Cirúrgico,1,1636.96,3,0
120040,Outros estados / ignorado,2025-11,Cirúrgico,1,6101.17,6,0
120040,Outros estados / ignorado,2025-11,Obstétrico,1,786.31,2,0
120040,Outros estados / ignorado,2025-12,Cirúrgico,1,3082.93,1,0
130020,Outros estados / ignorado,2025-08,Cirúrgico,1,127950.25,10,0
130100,Outros estados / ignorado,2025-11,Cirúrgico,2,128329.01,16,0
130185,Outros estados / ignorado,2025-01,Cirúrgico,1,311.51,2,0
130260,Outros estados / ignorado,2025-01,Cirúrgico,3,12390.74,60,0
130260,Outros estados / ignorado,2025-01,Clínico,1,815.72,11,0
130260,Outros estados / ignorado,2025-02,Cirúrgico,2,9993.49,82,0
130260,Outros estados / ignorado,2025-02,Clínico,2,12800.35,41,0
130260,Outros estados / ignorado,2025-02,Leito-dia cirúrgico,1,219.12,0,0
130260,Outros estados / ignorado,2025-03,Cirúrgico,2,5458.28,32,0
130260,Outros estados / ignorado,2025-03,Clínico,3,893.69,11,0
130260,Outros estados / ignorado,2025-03,Pediátrico,1,3645.92,0,0
130260,Outros estados / ignorado,2025-04,Cirúrgico,1,809.48,8,0
130260,Outros estados / ignorado,2025-04,Clínico,1,292.62,4,0
130260,Outros estados / ignorado,2025-05,Clínico,2,27321.45,1,2
130260,Outros estados / ignorado,2025-05,Pediátrico,1,4250.47,0,1
130260,Outros estados / ignorado,2025-06,Cirúrgico,1,8637.04,2,0
130260,Outros estados / ignorado,2025-06,Clínico,2,4992.12,133,0
130260,Outros estados / ignorado,2025-07,Cirúrgico,3,7301.51,41,0
130260,Outros estados / ignorado,2025-07,Clínico,2,3384.67,7,0
130260,Outros estados / ignorado,2025-07,Pediátrico,1,1803.68,16,1
130260,Outros estados / ignorado,2025-09,Cirúrgico,1,126828.96,6,1
130260,Outros estados / ignorado,2025-10,Cirúrgico,2,31027.35,75,0
130260,Outros estados / ignorado,2025-11,Obstétrico,1,849.49,2,0
130260,Outros estados / ignorado,2025-12,Cirúrgico,1,1673.0,36,0
130260,Outros estados / ignorado,2025-12,Clínico,2,2258.32,70,0
130260,Outros estados / ignorado,2025-12,Obstétrico,1,179.62,2,0
140010,Outros estados / ignorado,2025-01,Cirúrgico,1,31483.65,23,1
140010,Outros estados / ignorado,2025-01,Clínico,1,1327.09,2,0
140010,Outros estados / ignorado,2025-03,Cirúrgico,1,20001.58,5,0
140010,Outros estados / ignorado,2025-03,Psiquiatria,1,741.59,10,0
140010,Outros estados / ignorado,2025-04,Cirúrgico,1,27437.78,5,0
140010,Outros estados / ignorado,2025-04,Psiquiatria,1,1895.19,23,0
140010,Outros estados / ignorado,2025-05,Cirúrgico,1,50593.06,4,0
140010,Outros estados / ignorado,2025-06,Cirúrgico,2,35576.59,90,0
140010,Outros estados / ignorado,2025-07,Cirúrgico,1,16748.53,3,0
140010,Outros estados / ignorado,2025-07,Clínico,1,1255.44,56,0
140010,Outros estados / ignorado,2025-08,Clínico,1,310.31,13,0
140010,Outros estados / ignorado,2025-10,Cirúrgico,1,5998.14,5,0
140010,Outros estados / ignorado,2025-12,Cirúrgico,1,1461.55,9,0
140040,Outros estados / ignorado,2025-09,Cirúrgico,1,12246.82,20,0
140045,Outros estados / ignorado,2025-02,Obstétrico,1,1177.13,3,0
140060,Outros estados / ignorado,2025-02,Cirúrgico,1,13541.86,7,0
150080,Outros estados / ignorado,2025-12,Cirúrgico,1,1905.33,13,0
150130,Outros estados / ignorado,2025-02,Cirúrgico,1,2071.69,1,0
150130,Outros estados / ignorado,2025-02,Clínico,1,309.32,5,0
150140,Outros estados / ignorado,2025-01,Cirúrgico,1,1962.35,36,0
150140,Outros estados / ignorado,2025-01,Clínico,2,983.4,38,0
150140,Outros estados / ignorado,2025-02,Cirúrgico,2,3144.9,40,0
150140,Outros estados / ignorado,2025-02,Clínico,1,1494.31,27,0
150140,Outros estados / ignorado,2025-04,Clínico,1,1845.92,0,1
150140,Outros estados / ignorado,2025-05,Clínico,1,767.32,2,0
150140,Outros estados / ignorado,2025-07,Pediátrico,1,584.13,4,0
150140,Outros estados / ignorado,2025-09,Cirúrgico,1,247.33,6,0
150140,Outros estados / ignorado,2025-09,Clínico,1,622.54,11,0
150210,Outros estados / ignorado,2025-08,Clínico,1,269.61,1,0
150210,Outros estados / ignorado,2025-10,Cirúrgico,1,338.03,4,0
150220,Outros estados / ignorado,2025-07,Cirúrgico,1,125039.84,7,0
150240,Outros estados / ignorado,2025-05,Clínico,1,1980.43,6,0
150420,Outros estados / ignorado,2025-02,Cirúrgico,1,3828.77,5,0
150420,Outros estados / ignorado,2025-04,Clínico,1,1359.04,14,0
150442,Outros estados / ignorado,2025-11,Clínico,1,690.91,14,1
150543,Outros estados / ignorado,2025-11,Cirúrgico,1,7392.74,0,0
150553,Outros estados / ignorado,2025-05,Cirúrgico,1,1461.08,1,0
150650,Outros estados / ignorado,2025-10,Cirúrgico,1,2252.04,13,0
150650,Outros estados / ignorado,2025-12,Pediátrico,1,1458.56,7,0
150680,Outros estados / ignorado,2025-03,Clínico,1,719.1,5,1
150680,Outros estados / ignorado,2025-05,Cirúrgico,1,328.37,4,0
150680,Outros estados / ignorado,2025-08,Cirúrgico,1,22704.71,49,0
150775,Outros estados / ignorado,2025-02,Cirúrgico,1,2688.89,0,0
150775,Outros estados / ignorado,2025-02,Obstétrico,1,611.56,5,0
150775,Outros estados / ignorado,2025-02,Pediátrico,1,794.02,2,0
150775,Outros estados / ignorado,2025-05,Obstétrico,1,184.14,4,0
150775,Outros estados / ignorado,2025-06,Obstétrico,1,567.5,2,0
150775,Outros estados / ignorado,2025-06,Pediátrico,1,278.54,2,0
150775,Outros estados / ignorado,2025-12,Clínico,1,139.42,2,0
150780,Outros estados / ignorado,2025-12,Cirúrgico,1,543.08,1,0
150795,Outros estados / ignorado,2025-11,Obstétrico,1,819.23,2,0
160015,Outros estados / ignorado,2025-07,Cirúrgico,1,33758.36,16,0
160015,Outros estados / ignorado,2025-10,Cirúrgico,1,2977.56,10,0
160027,Outros estados / ignorado,2025-05,Cirúrgico,1,7164.01,6,0
160030,Outros estados / ignorado,2025-02,Cirúrgico,2,5172.88,73,0
160030,Outros estados / ignorado,2025-03,Cirúrgico,1,9975.43,54,0
160030,Outros estados / ignorado,2025-04,Cirúrgico,1,5393.63,2,0
160030,Outros estados / ignorado,2025-05,Cirúrgico,2,9536.4,20,0
160030,Outros estados / ignorado,2025-06,Clínico,1,223.33,3,0
160030,Outros estados / ignorado,2025-08,Cirúrgico,1,17702.24,33,0
160030,Outros estados / ignorado,2025-10,Cirúrgico,1,18326.36,37,0
160030,Outros estados / ignorado,2025-11,Cirúrgico,3,16840.63,21,0
160060,Outros estados / ignorado,2025-07,Cirúrgico,1,30893.15,5,0
160060,Outros estados / ignorado,2025-08,Cirúrgico,1,11140.82,66,0
170025,Outros estados / ignorado,2025-02,Cirúrgico,1,4815.09,5,0
170210,Outros estados / ignorado,2025-01,Cirúrgico,1,5874.67,24,0
170210,Outros estados / ignorado,2025-02,Clínico,1,1449.69,66,0
170210,Outros estados / ignorado,2025-03,Cirúrgico,1,2090.84,56,0
170210,Outros estados / ignorado,2025-10,Clínico,1,795.86,16,0
170210,Outros estados / ignorado,2025-12,Cirúrgico,1,195.13,2,0
170410,Outros estados / ignorado,2025-05,Cirúrgico,1,364.81,1,0
171420,Outros estados / ignorado,2025-01,Clínico,3,22314.85,66,2
171420,Outros estados / ignorado,2025-04,Clínico,1,1500.46,9,0
171420,Outros estados / ignorado,2025-05,Cirúrgico,1,1114.79,1,0
171420,Outros estados / ignorado,2025-05,Clínico,1,529.36,4,0
171420,Outros estados / ignorado,2025-07,Cirúrgico,1,4008.55,2,0
171420,Outros estados / ignorado,2025-07,Pediátrico,1,696.49,11,0
171420,Outros estados / ignorado,2025-08,Cirúrgico,1,1657.51,13,0
171420,Outros estados / ignorado,2025-09,Cirúrgico,2,16267.07,17,0
171420,Outros estados / ignorado,2025-10,Clínico,1,11808.03,16,0
171420,Outros estados / ignorado,2025-11,Clínico,2,17551.86,11,0
171420,Outros estados / ignorado,2025-12,Cirúrgico,1,32631.65,3,0
171420,Outros estados / ignorado,2025-12,Clínico,2,31222.95,9,0
171855,Outros estados / ignorado,2025-02,Cirúrgico,1,6021.75,41,0
172100,Outros estados / ignorado,2025-03,Pediátrico,1,626.41,2,0
172100,Outros estados / ignorado,2025-07,Pediátrico,1,803.36,4,0
172120,Outros estados / ignorado,2025-03,Clínico,1,301.43,8,0
210070,Outros estados / ignorado,2025-06,Clínico,1,292.62,2,0
210120,Outros estados / ignorado,2025-02,Pneumologia sanitária,1,587.55,7,0
210200,Outros estados / ignorado,2025-03,Cirúrgico,1,215.0,0,0
210200,Outros estados / ignorado,2025-10,Cirúrgico,1,796.06,1,0
210200,Outros estados / ignorado,2025-11,Clínico,1,367.44,2,0
210200,Outros estados / ignorado,2025-12,Cirúrgico,1,3642.99,1,0
210210,Outros estados / ignorado,2025-10,Cirúrgico,1,1441.84,2,0
210230,Outros estados / ignorado,2025-12,Clínico,1,7939.73,25,0
210300,Outros estados / ignorado,2025-03,Cirúrgico,3,15045.26,0,0
210300,Outros estados / ignorado,2025-04,Cirúrgico,1,2514.96,0,0
210300,Outros estados / ignorado,2025-10,Clínico,1,250.1,1,0
210340,Outros estados / ignorado,2025-08,Cirúrgico,1,215.0,0,0
210360,Outros estados / ignorado,2025-04,Cirúrgico,1,2686.65,10,0
210530,Outros estados / ignorado,2025-07,Cirúrgico,1,7418.57,4,0
210530,Outros estados / ignorado,2025-08,Obstétrico,1,184.34,2,0
210810,Outros estados / ignorado,2025-02,Obstétrico,1,605.66,2,0
210840,Outros estados / ignorado,2025-04,Obstétrico,1,1164.13,2,0
210870,Outros estados / ignorado,2025-01,Obstétrico,1,764.66,5,0
210870,Outros estados / ignorado,2025-01,Pediátrico,1,477.8,7,0
211020,Outros estados / ignorado,2025-04,Cirúrgico,1,543.08,2,0
211020,Outros estados / ignorado,2025-05,Clínico,1,811.54,2,0
211020,Outros estados / ignorado,2025-07,Clínico,1,582.42,5,0
211105,Outros estados / ignorado,2025-05,Clínico,2,1220.55,9,0
211105,Outros estados / ignorado,2025-06,Clínico,1,782.51,4,0
211105,Outros estados / ignorado,2025-07,Clínico,2,3753.36,25,1
211130,Outros estados / ignorado,2025-01,Cirúrgico,2,2892.1,18,0
211130,Outros estados / ignorado,2025-02,Cirúrgico,1,215.0,0,0
211130,Outros estados / ignorado,2025-03,Cirúrgico,2,10384.03,2,0
211130,Outros estados / ignorado,2025-03,Leito-dia cirúrgico,1,771.6,0,0
211130,Outros estados / ignorado,2025-04,Clínico,1,9355.88,0,1
211130,Outros estados / ignorado,2025-06,Cirúrgico,1,1979.61,20,0
211130,Outros estados / ignorado,2025-06,Leito-dia cirúrgico,1,219.12,0,0
211130,Outros estados / ignorado,2025-11,Clínico,1,12502.23,2,1
211130,Outros estados / ignorado,2025-12,Clínico,1,3146.11,6,1
211150,Outros estados / ignorado,2025-06,Clínico,1,630.32,1,0
211150,Outros estados / ignorado,2025-09,Cirúrgico,1,3285.38,3,0
211220,Outros estados / ignorado,2025-01,Cirúrgico,1,518.57,13,0
211220,Outros estados / ignorado,2025-03,Cirúrgico,2,3292.69,30,0
211220,Outros estados / ignorado,2025-10,Cirúrgico,1,908.93,3,0
211250,Outros estados / ignorado,2025-06,Leito-dia cirúrgico,1,771.6,0,0
211260,Outros estados / ignorado,2025-02,Clínico,1,529.89,13,0
211280,Outros estados / ignorado,2025-06,Clínico,1,210.27,1,0
220100,Outros estados / ignorado,2025-06,Cirúrgico,1,206.39,1,0
220100,Outros estados / ignorado,2025-08,Cirúrgico,1,12559.04,7,0
220100,Outros estados / ignorado,2025-08,Clínico,1,284.83,1,0
220100,Outros estados / ignorado,2025-09,Cirúrgico,2,4549.73,10,0
220100,Outros estados / ignorado,2025-12,Cirúrgico,1,257.56,1,0
220240,Outros estados / ignorado,2025-10,Cirúrgico,1,336.6,2,0
220350,Outros estados / ignorado,2025-09,Pediátrico,1,1211.57,13,0
220465,Outros estados / ignorado,2025-03,Cirúrgico,1,747.97,1,0
220670,Outros estados / ignorado,2025-09,Cirúrgico,1,19492.23,2,0
220700,Outros estados / ignorado,2025-01,Clínico,1,335.08,15,0
220770,Outros estados / ignorado,2025-01,Pneumologia sanitária,1,509.76,6,0
220770,Outros estados / ignorado,2025-04,Leito-dia cirúrgico,1,1182.97,0,0
220770,Outros estados / ignorado,2025-04,Pediátrico,1,248.42,1,0
220785,Outros estados / ignorado,2025-05,Pediátrico,1,4343.53,2,0
220790,Outros estados / ignorado,2025-08,Clínico,1,1142.02,5,0
220790,Outros estados / ignorado,2025-12,Cirúrgico,1,20647.48,3,0
220997,Outros estados / ignorado,2025-01,Cirúrgico,1,15829.54,0,1
221010,Outros estados / ignorado,2025-03,Clínico,1,247.38,2,0
221100,Outros estados / ignorado,2025-01,Clínico,1,2201.8,0,1
221100,Outros estados / ignorado,2025-04,Cirúrgico,2,53812.09,19,1
221100,Outros estados / ignorado,2025-08,Cirúrgico,1,1005.27,2,0
221100,Outros estados / ignorado,2025-11,Cirúrgico,1,7655.2,0,0
221100,Outros estados / ignorado,2025-11,Clínico,1,44.22,1,0
221110,Outros estados / ignorado,2025-02,Cirúrgico,1,34589.12,2,0
221110,Outros estados / ignorado,2025-03,Pediátrico,1,6342.09,1,1
230110,Outros estados / ignorado,2025-01,Clínico,1,746.85,15,1
230125,Outros estados / ignorado,2025-02,Obstétrico,1,223.25,2,0
230125,Outros estados / ignorado,2025-04,Obstétrico,1,705.11,4,0
230240,Outros estados / ignorado,2025-07,Cirúrgico,1,396.89,3,0
230365,Outros estados / ignorado,2025-02,Clínico,1,161.51,5,0
230365,Outros estados / ignorado,2025-03,Cirúrgico,1,501.48,2,0
230365,Outros estados / ignorado,2025-10,Cirúrgico,1,1263.76,1,0
230420,Outros estados / ignorado,2025-01,Clínico,1,405.5,4,0
230420,Outros estados / ignorado,2025-08,Clínico,1,4232.54,5,0
230423,Outros estados / ignorado,2025-06,Cirúrgico,1,2175.9,7,0
230440,Outros estados / ignorado,2025-01,Leito-dia saúde mental,1,518.44,1,0
230440,Outros estados / ignorado,2025-02,Cirúrgico,1,4823.22,4,0
230440,Outros estados / ignorado,2025-02,Clínico,3,4371.23,50,1
230440,Outros estados / ignorado,2025-02,Leito-dia saúde mental,1,358.92,1,0
230440,Outros estados / ignorado,2025-03,Clínico,1,614.42,4,0
230440,Outros estados / ignorado,2025-03,Leito-dia saúde mental,1,279.16,1,0
230440,Outros estados / ignorado,2025-04,Leito-dia saúde mental,1,532.45,1,0
230440,Outros estados / ignorado,2025-05,Clínico,1,2158.45,6,0
230440,Outros estados / ignorado,2025-05,Leito-dia saúde mental,1,438.68,1,0
230440,Outros estados / ignorado,2025-06,Cirúrgico,1,13655.48,2,0
230440,Outros estados / ignorado,2025-06,Clínico,2,985.89,13,0
230440,Outros estados / ignorado,2025-06,Leito-dia saúde mental,1,319.04,1,0
230440,Outros estados / ignorado,2025-07,Leito-dia saúde mental,1,398.8,1,0
230440,Outros estados / ignorado,2025-08,Leito-dia saúde mental,1,398.8,1,0
230440,Outros estados / ignorado,2025-09,Clínico,1,848.45,2,1
230440,Outros estados / ignorado,2025-09,Leito-dia saúde mental,1,598.2,1,0
230440,Outros estados / ignorado,2025-10,Leito-dia saúde mental,1,403.47,1,0
230440,Outros estados / ignorado,2025-11,Clínico,3,5417.31,89,0
230440,Outros estados / ignorado,2025-11,Leito-dia saúde mental,1,438.68,1,0
230440,Outros estados / ignorado,2025-12,Leito-dia saúde mental,1,358.92,1,0
230440,Outros estados / ignorado,2025-12,Obstétrico,1,142.84,1,0
230465,Outros estados / ignorado,2025-05,Cirúrgico,1,2041.46,2,0
230500,Outros estados / ignorado,2025-01,Cirúrgico,1,1073.25,2,0
230500,Outros estados / ignorado,2025-03,Obstétrico,1,468.4,3,0
230500,Outros estados / ignorado,2025-07,Obstétrico,1,924.23,6,0
230500,Outros estados / ignorado,2025-07,Pneumologia sanitária,1,329.84,4,0
230500,Outros estados / ignorado,2025-08,Pneumologia sanitária,1,2923.0,31,0
230500,Outros estados / ignorado,2025-09,Pneumologia sanitária,1,869.93,9,0
230530,Outros estados / ignorado,2025-05,Clínico,3,17990.62,64,0
230530,Outros estados / ignorado,2025-08,Cirúrgico,1,47466.75,9,0
230530,Outros estados / ignorado,2025-08,Clínico,1,4313.16,22,0
230530,Outros estados / ignorado,2025-08,Obstétrico,1,185.34,5,0
230530,Outros estados / ignorado,2025-10,Clínico,1,1820.0,22,0
230540,Outros estados / ignorado,2025-06,Clínico,1,382.66,14,0
230580,Outros estados / ignorado,2025-02,Clínico,1,733.74,6,0
230580,Outros estados / ignorado,2025-04,Cirúrgico,1,1203.87,1,0
230590,Outros estados / ignorado,2025-06,Clínico,1,898.61,9,0
230760,Outros estados / ignorado,2025-03,Cirúrgico,1,165.98,1,0
230765,Outros estados / ignorado,2025-03,Obstétrico,1,722.51,2,0
230770,Outros estados / ignorado,2025-12,Cirúrgico,1,10428.42,2,0
230800,Outros estados / ignorado,2025-05,Leito-dia cirúrgico,1,771.6,0,0
230850,Outros estados / ignorado,2025-01,Cirúrgico,1,199.33,5,0
230850,Outros estados / ignorado,2025-10,Cirúrgico,1,846.36,24,0
230860,Outros estados / ignorado,2025-07,Cirúrgico,1,630.15,16,0
230900,Outros estados / ignorado,2025-08,Clínico,1,322.32,2,0
230930,Outros estados / ignorado,2025-08,Obstétrico,1,779.18,3,0
231050,Outros estados / ignorado,2025-06,Clínico,1,731.53,7,0
231095,Outros estados / ignorado,2025-02,Clínico,1,1239.68,16,0
231180,Outros estados / ignorado,2025-07,Cirúrgico,2,3689.51,10,0
231230,Outros estados / ignorado,2025-05,Cirúrgico,1,1434.38,2,0
231240,Outros estados / ignorado,2025-07,Clínico,1,298.99,1,0
231290,Outros estados / ignorado,2025-01,Clínico,1,7911.74,0,1
231290,Outros estados / ignorado,2025-03,Clínico,1,40.38,1,0
231290,Outros estados / ignorado,2025-07,Cirúrgico,2,27094.67,1,0
231290,Outros estados / ignorado,2025-07,Clínico,1,1889.12,58,0
231320,Outros estados / ignorado,2025-11,Clínico,1,433.46,10,0
231325,Outros estados / ignorado,2025-07,Clínico,1,1988.43,18,1
231360,Outros estados / ignorado,2025-03,Obstétrico,1,672.3,2,0
231360,Outros estados / ignorado,2025-04,Obstétrico,1,200.34,4,0
231360,Outros estados / ignorado,2025-08,Obstétrico,1,778.93,6,0
231395,Outros estados / ignorado,2025-07,Clínico,1,395.31,1,0
240010,Outros estados / ignorado,2025-07,Leito-dia cirúrgico,1,1275.94,0,0
240100,Outros estados / ignorado,2025-05,Clínico,1,2284.74,15,0
240260,Outros estados / ignorado,2025-04,Cirúrgico,1,3662.3,6,0
240260,Outros estados / ignorado,2025-10,Clínico,1,298.99,5,0
240310,Outros estados / ignorado,2025-03,Clínico,1,226.68,2,0
240310,Outros estados / ignorado,2025-04,Cirúrgico,1,1032.06,4,0
240310,Outros estados / ignorado,2025-09,Clínico,1,255.33,7,0
240325,Outros estados / ignorado,2025-01,Cirúrgico,1,174.37,2,0
240325,Outros estados / ignorado,2025-06,Clínico,2,10423.34,43,1
240360,Outros estados / ignorado,2025-01,Clínico,1,40.38,2,0
240420,Outros estados / ignorado,2025-08,Cirúrgico,1,664.15,14,0
240500,Outros estados / ignorado,2025-08,Clínico,1,221.68,2,0
240650,Outros estados / ignorado,2025-03,Leito-dia cirúrgico,1,522.87,0,0
240800,Outros estados / ignorado,2025-04,Cirúrgico,1,2023.53,1,0
240810,Outros estados / ignorado,2025-01,Clínico,1,562.3,4,0
240810,Outros estados / ignorado,2025-01,Crônicos,1,2124.74,31,0
240810,Outros estados / ignorado,2025-02,Crônicos,1,1951.52,28,0
240810,Outros estados / ignorado,2025-02,Pneumologia sanitária,2,2837.7,34,0
240810,Outros estados / ignorado,2025-03,Crônicos,1,2124.74,31,0
240810,Outros estados / ignorado,2025-04,Clínico,2,3901.69,34,0
240810,Outros estados / ignorado,2025-04,Crônicos,1,2056.2,30,0
240810,Outros estados / ignorado,2025-05,Cirúrgico,1,1081.68,1,0
240810,Outros estados / ignorado,2025-05,Crônicos,1,2124.74,31,0
240810,Outros estados / ignorado,2025-06,Crônicos,1,2056.2,30,0
240810,Outros estados / ignorado,2025-07,Clínico,2,3358.99,21,1
240810,Outros estados / ignorado,2025-07,Crônicos,1,2124.74,31,0
240810,Outros estados / ignorado,2025-07,Psiquiatria,1,2389.59,30,0
240810,Outros estados / ignorado,2025-08,Cirúrgico,2,9337.09,3,0
240810,Outros estados / ignorado,2025-08,Clínico,1,1358.9,5,0
240810,Outros estados / ignorado,2025-08,Crônicos,1,2124.74,31,0
240810,Outros estados / ignorado,2025-08,Psiquiatria,1,659.19,8,0
240810,Outros estados / ignorado,2025-09,Cirúrgico,1,12032.42,1,0
240810,Outros estados / ignorado,2025-09,Clínico,2,3808.23,38,0
240810,Outros estados / ignorado,2025-09,Crônicos,1,1439.34,21,0
240810,Outros estados / ignorado,2025-10,Clínico,1,2065.91,4,0
240810,Outros estados / ignorado,2025-12,Cirúrgico,1,1059.9,1,0
240830,Outros estados / ignorado,2025-06,Obstétrico,1,765.93,2,0
240895,Outros estados / ignorado,2025-11,Clínico,1,699.46,1,1
241150,Outros estados / ignorado,2025-09,Cirúrgico,1,347.62,1,0
241200,Outros estados / ignorado,2025-09,Clínico,1,320.65,2,0
241200,Outros estados / ignorado,2025-10,Clínico,2,1586.67,23,1
241220,Outros estados / ignorado,2025-08,Outros,1,0.0,2,0
241270,Outros estados / ignorado,2025-04,Cirúrgico,2,5802.1,102,0
241440,Outros estados / ignorado,2025-05,Leito-dia cirúrgico,1,579.43,0,0
250030,Outros estados / ignorado,2025-01,Clínico,1,3905.67,4,0
250030,Outros estados / ignorado,2025-08,Psiquiatria,1,164.79,3,0
250030,Outros estados / ignorado,2025-09,Psiquiatria,1,907.39,11,0
250080,Outros estados / ignorado,2025-04,Cirúrgico,1,582.85,2,0
250080,Outros estados / ignorado,2025-06,Clínico,1,1146.98,16,0
250080,Outros estados / ignorado,2025-11,Cirúrgico,1,1430.55,9,0
250130,Outros estados / ignorado,2025-07,Pediátrico,1,1265.0,18,0
250180,Outros estados / ignorado,2025-02,Cirúrgico,1,2798.94,10,0
250210,Outros estados / ignorado,2025-03,Clínico,1,199.33,7,0
250210,Outros estados / ignorado,2025-04,Cirúrgico,1,8301.28,5,0
250210,Outros estados / ignorado,2025-11,Cirúrgico,1,838.52,1,0
250210,Outros estados / ignorado,2025-12,Cirúrgico,1,697.11,3,0
250300,Outros estados / ignorado,2025-03,Cirúrgico,1,856.45,7,0
250320,Outros estados / ignorado,2025-07,Clínico,1,3125.35,20,0
250350,Outros estados / ignorado,2025-12,Clínico,1,1396.06,5,0
250360,Outros estados / ignorado,2025-08,Clínico,1,1820.05,1,1
250380,Outros estados / ignorado,2025-05,Cirúrgico,1,970.96,2,0
250400,Outros estados / ignorado,2025-01,Clínico,1,1311.32,21,0
250400,Outros estados / ignorado,2025-02,Cirúrgico,1,510.29,9,0
250400,Outros estados / ignorado,2025-03,Obstétrico,1,195.59,2,0
250400,Outros estados / ignorado,2025-05,Clínico,1,270.38,6,0
250400,Outros estados / ignorado,2025-06,Cirúrgico,1,215.0,0,0
250400,Outros estados / ignorado,2025-07,Clínico,3,2013.12,26,0
250400,Outros estados / ignorado,2025-09,Obstétrico,1,572.9,2,0
250400,Outros estados / ignorado,2025-10,Cirúrgico,1,1128.4,2,0
250400,Outros estados / ignorado,2025-11,Cirúrgico,1,1720.27,2,0
250400,Outros estados / ignorado,2025-11,Clínico,1,400.63,2,0
250400,Outros estados / ignorado,2025-12,Cirúrgico,1,778.9,9,0
250403,Outros estados / ignorado,2025-09,Cirúrgico,1,199.33,2,0
250403,Outros estados / ignorado,2025-09,Clínico,1,650.28,6,0
250430,Outros estados / ignorado,2025-10,Clínico,1,1579.44,13,1
250490,Outros estados / ignorado,2025-03,Cirúrgico,1,1073.25,2,0
250527,Outros estados / ignorado,2025-10,Clínico,1,2980.2,1,1
250535,Outros estados / ignorado,2025-01,Leito-dia cirúrgico,1,219.12,0,0
250600,Outros estados / ignorado,2025-02,Cirúrgico,3,6168.77,16,0
250600,Outros estados / ignorado,2025-10,Cirúrgico,1,192.6,3,0
250610,Outros estados / ignorado,2025-11,Clínico,1,373.89,3,0
250630,Outros estados / ignorado,2025-02,Obstétrico,1,633.66,3,0
250630,Outros estados / ignorado,2025-04,Clínico,1,278.74,3,0
250630,Outros estados / ignorado,2025-04,Pediátrico,1,354.42,3,0
250630,Outros estados / ignorado,2025-10,Pneumologia sanitária,1,995.18,12,0
250630,Outros estados / ignorado,2025-12,Clínico,1,495.88,2,0
250690,Outros estados / ignorado,2025-01,Leito-dia cirúrgico,1,2334.91,0,0
250720,Outros estados / ignorado,2025-01,Cirúrgico,1,486.48,1,0
250750,Outros estados / ignorado,2025-01,Cirúrgico,1,635.0,0,0
