cod_mun,municipio,mes,especialidade,internacoes,valor_total_brl,dias_permanencia,obitos
315590,Outros estados / ignorado,2025-08,Cirúrgico,5,2025.73,10,0
315590,Outros estados / ignorado,2025-08,Clínico,1,326.08,1,0
315590,Outros estados / ignorado,2025-08,Obstétrico,4,2889.67,8,0
315590,Outros estados / ignorado,2025-08,Pediátrico,2,1190.98,14,0
315590,Outros estados / ignorado,2025-09,Clínico,1,742.12,16,1
315590,Outros estados / ignorado,2025-09,Obstétrico,2,1535.41,4,0
315590,Outros estados / ignorado,2025-10,Cirúrgico,4,1888.07,6,0
315590,Outros estados / ignorado,2025-10,Clínico,2,4838.27,4,0
315590,Outros estados / ignorado,2025-10,Obstétrico,6,3660.69,13,0
315590,Outros estados / ignorado,2025-10,Pediátrico,4,11884.77,6,0
315590,Outros estados / ignorado,2025-11,Cirúrgico,1,2784.71,1,0
315590,Outros estados / ignorado,2025-11,Clínico,2,1131.04,14,0
315590,Outros estados / ignorado,2025-11,Obstétrico,3,2222.61,4,0
315590,Outros estados / ignorado,2025-11,Pediátrico,2,1233.25,5,0
315590,Outros estados / ignorado,2025-12,Cirúrgico,6,3787.3,18,0
315590,Outros estados / ignorado,2025-12,Clínico,3,4560.78,18,1
315590,Outros estados / ignorado,2025-12,Obstétrico,4,3667.44,20,0
315590,Outros estados / ignorado,2025-12,Pediátrico,1,302.94,1,0
315610,Outros estados / ignorado,2025-01,Clínico,1,18946.79,46,0
315610,Outros estados / ignorado,2025-07,Clínico,1,2099.31,1,0
315630,Outros estados / ignorado,2025-03,Cirúrgico,1,1029.7,15,0
315630,Outros estados / ignorado,2025-04,Cirúrgico,1,659.03,2,0
315670,Outros estados / ignorado,2025-03,Clínico,1,1640.71,4,0
315670,Outros estados / ignorado,2025-04,Clínico,3,3087.94,10,1
315670,Outros estados / ignorado,2025-06,Clínico,1,692.07,6,0
315670,Outros estados / ignorado,2025-07,Cirúrgico,1,3005.05,1,0
315670,Outros estados / ignorado,2025-08,Cirúrgico,1,6980.86,3,0
315670,Outros estados / ignorado,2025-10,Clínico,1,767.32,3,0
315690,Outros estados / ignorado,2025-09,Cirúrgico,1,4876.45,2,0
315727,Outros estados / ignorado,2025-01,Cirúrgico,1,10326.48,0,1
315727,Outros estados / ignorado,2025-01,Clínico,1,12387.66,1,0
315727,Outros estados / ignorado,2025-02,Obstétrico,1,719.1,3,0
315727,Outros estados / ignorado,2025-05,Obstétrico,2,1406.18,5,0
315727,Outros estados / ignorado,2025-05,Pediátrico,2,38961.21,0,0
315727,Outros estados / ignorado,2025-06,Pediátrico,1,9970.73,0,0
315727,Outros estados / ignorado,2025-08,Cirúrgico,2,3181.64,6,0
315727,Outros estados / ignorado,2025-08,Clínico,3,1398.2,11,0
315727,Outros estados / ignorado,2025-08,Obstétrico,1,940.27,2,0
315727,Outros estados / ignorado,2025-10,Obstétrico,2,1715.27,7,0
315727,Outros estados / ignorado,2025-10,Pediátrico,2,727.08,5,0
315727,Outros estados / ignorado,2025-12,Cirúrgico,1,49773.32,15,0
315727,Outros estados / ignorado,2025-12,Clínico,1,3180.59,0,0
315780,Outros estados / ignorado,2025-05,Obstétrico,2,759.4,6,0
315780,Outros estados / ignorado,2025-06,Clínico,1,1264.0,1,0
315780,Outros estados / ignorado,2025-07,Cirúrgico,1,2699.56,1,0
315780,Outros estados / ignorado,2025-07,Pediátrico,1,3779.85,1,0
315780,Outros estados / ignorado,2025-10,Psiquiatria,2,1242.53,25,0
315860,Outros estados / ignorado,2025-03,Clínico,1,189.64,4,0
315860,Outros estados / ignorado,2025-03,Pediátrico,1,549.89,2,0
315860,Outros estados / ignorado,2025-04,Pediátrico,2,939.04,8,0
315860,Outros estados / ignorado,2025-05,Clínico,1,311.33,1,0
315860,Outros estados / ignorado,2025-06,Cirúrgico,1,9566.84,1,0
315860,Outros estados / ignorado,2025-07,Cirúrgico,2,10550.75,1,1
315860,Outros estados / ignorado,2025-09,Clínico,1,44.22,2,0
315860,Outros estados / ignorado,2025-11,Clínico,1,2892.79,0,1
315860,Outros estados / ignorado,2025-12,Cirúrgico,1,2109.91,1,0
315860,Outros estados / ignorado,2025-12,Obstétrico,1,524.6,2,0
315930,Outros estados / ignorado,2025-01,Clínico,1,342.24,6,0
315930,Outros estados / ignorado,2025-02,Cirúrgico,1,7601.69,1,0
315930,Outros estados / ignorado,2025-02,Clínico,2,1045.5,5,0
315930,Outros estados / ignorado,2025-02,Obstétrico,1,1013.07,3,0
315930,Outros estados / ignorado,2025-02,Pediátrico,1,5981.63,0,0
315930,Outros estados / ignorado,2025-03,Cirúrgico,2,2855.35,2,0
315930,Outros estados / ignorado,2025-03,Clínico,2,10112.83,8,1
315930,Outros estados / ignorado,2025-04,Clínico,1,25002.41,37,1
315930,Outros estados / ignorado,2025-05,Cirúrgico,2,6840.21,2,0
315930,Outros estados / ignorado,2025-05,Pediátrico,1,3960.14,0,0
315930,Outros estados / ignorado,2025-06,Cirúrgico,1,2925.5,2,0
315930,Outros estados / ignorado,2025-07,Obstétrico,1,459.17,1,0
315930,Outros estados / ignorado,2025-08,Cirúrgico,1,2520.15,1,1
315930,Outros estados / ignorado,2025-08,Clínico,4,11337.28,10,0
315930,Outros estados / ignorado,2025-09,Cirúrgico,1,569.0,1,0
315930,Outros estados / ignorado,2025-09,Clínico,1,298.8,6,1
315930,Outros estados / ignorado,2025-09,Obstétrico,1,914.87,3,0
315930,Outros estados / ignorado,2025-09,Pediátrico,2,1059.89,12,0
315930,Outros estados / ignorado,2025-10,Cirúrgico,1,692.19,1,0
315930,Outros estados / ignorado,2025-10,Clínico,1,1102.4,12,1
315930,Outros estados / ignorado,2025-10,Obstétrico,1,922.51,2,0
315930,Outros estados / ignorado,2025-11,Cirúrgico,2,607.06,3,0
315930,Outros estados / ignorado,2025-12,Cirúrgico,1,6421.8,1,0
315930,Outros estados / ignorado,2025-12,Clínico,1,1560.58,16,0
315930,Outros estados / ignorado,2025-12,Obstétrico,1,637.3,1,0
315930,Outros estados / ignorado,2025-12,Pediátrico,1,335.34,1,0
315940,Outros estados / ignorado,2025-09,Clínico,1,6837.08,0,0
316070,Outros estados / ignorado,2025-01,Cirúrgico,1,1425.84,2,0
316070,Outros estados / ignorado,2025-03,Clínico,1,270.38,6,0
316110,Outros estados / ignorado,2025-07,Clínico,1,169.24,1,0
316140,Outros estados / ignorado,2025-08,Pediátrico,1,408.81,1,0
316150,Outros estados / ignorado,2025-03,Outros,1,0.0,1,0
316150,Outros estados / ignorado,2025-08,Cirúrgico,1,9453.31,8,0
316150,Outros estados / ignorado,2025-09,Pediátrico,1,954.35,0,0
316250,Outros estados / ignorado,2025-06,Obstétrico,1,533.6,3,0
316250,Outros estados / ignorado,2025-07,Obstétrico,3,1034.1,8,0
316250,Outros estados / ignorado,2025-08,Obstétrico,1,785.31,2,0
316255,Outros estados / ignorado,2025-03,Clínico,1,2162.84,1,1
316255,Outros estados / ignorado,2025-06,Clínico,1,736.83,3,0
316257,Outros estados / ignorado,2025-09,Cirúrgico,1,3583.0,4,0
316290,Outros estados / ignorado,2025-01,Clínico,1,859.87,3,0
316294,Outros estados / ignorado,2025-08,Pediátrico,1,1423.8,24,0
316370,Outros estados / ignorado,2025-03,Clínico,1,4105.09,0,1
316370,Outros estados / ignorado,2025-06,Clínico,1,10543.36,0,1
316370,Outros estados / ignorado,2025-07,Cirúrgico,1,992.45,2,0
316370,Outros estados / ignorado,2025-08,Cirúrgico,1,3160.81,6,0
316370,Outros estados / ignorado,2025-09,Clínico,2,2666.48,10,1
316530,Outros estados / ignorado,2025-02,Pediátrico,1,901.67,3,0
316553,Outros estados / ignorado,2025-01,Obstétrico,1,1258.95,3,0
316570,Outros estados / ignorado,2025-10,Cirúrgico,1,1483.21,2,0
316570,Outros estados / ignorado,2025-12,Cirúrgico,1,7130.79,1,0
316720,Outros estados / ignorado,2025-01,Pediátrico,1,1207.82,0,0
316720,Outros estados / ignorado,2025-11,Clínico,1,322.48,2,0
316750,Outros estados / ignorado,2025-02,Clínico,2,290.88,3,0
316750,Outros estados / ignorado,2025-02,Obstétrico,1,141.24,4,0
316750,Outros estados / ignorado,2025-05,Pediátrico,1,306.51,4,0
316750,Outros estados / ignorado,2025-09,Cirúrgico,1,662.17,13,0
316840,Outros estados / ignorado,2025-02,Outros,1,0.0,1,0
316860,Outros estados / ignorado,2025-02,Cirúrgico,1,231.29,1,0
316860,Outros estados / ignorado,2025-04,Cirúrgico,1,184.06,1,0
316860,Outros estados / ignorado,2025-05,Clínico,1,2084.24,13,0
316860,Outros estados / ignorado,2025-11,Cirúrgico,1,14344.64,8,0
316900,Outros estados / ignorado,2025-01,Clínico,1,5848.33,1,0
316900,Outros estados / ignorado,2025-03,Cirúrgico,1,2378.65,2,0
316940,Outros estados / ignorado,2025-04,Psiquiatria,2,248.5,5,0
316990,Outros estados / ignorado,2025-01,Clínico,1,286.08,2,0
316990,Outros estados / ignorado,2025-02,Clínico,1,457.08,1,0
316990,Outros estados / ignorado,2025-07,Clínico,1,588.12,2,0
316990,Outros estados / ignorado,2025-10,Cirúrgico,2,29443.68,12,0
317010,Outros estados / ignorado,2025-07,Clínico,1,1689.83,24,0
317010,Outros estados / ignorado,2025-10,Cirúrgico,1,1104.64,3,0
317020,Outros estados / ignorado,2025-01,Obstétrico,1,285.2,1,0
317020,Outros estados / ignorado,2025-03,Pediátrico,1,17469.76,18,0
317020,Outros estados / ignorado,2025-07,Clínico,2,1906.75,16,0
317020,Outros estados / ignorado,2025-08,Outros,1,0.0,20,0
317020,Outros estados / ignorado,2025-12,Clínico,1,1330.95,2,0
317057,Outros estados / ignorado,2025-02,Cirúrgico,1,328.34,1,0
317070,Outros estados / ignorado,2025-05,Clínico,2,5231.87,6,2
317070,Outros estados / ignorado,2025-10,Clínico,1,306.78,6,0
317090,Outros estados / ignorado,2025-12,Clínico,1,362.06,4,0
317130,Outros estados / ignorado,2025-01,Clínico,1,376.8,2,0
317130,Outros estados / ignorado,2025-09,Cirúrgico,2,2517.47,4,0
317130,Outros estados / ignorado,2025-10,Cirúrgico,1,2135.29,3,0
317130,Outros estados / ignorado,2025-10,Clínico,1,229.9,1,0
317140,Outros estados / ignorado,2025-11,Cirúrgico,1,2420.83,4,0
317180,Outros estados / ignorado,2025-03,Cirúrgico,1,483.9,18,0
317200,Outros estados / ignorado,2025-02,Cirúrgico,1,3430.33,5,1
317200,Outros estados / ignorado,2025-03,Pediátrico,1,4469.86,0,0
317200,Outros estados / ignorado,2025-09,Clínico,1,17057.87,28,0
317210,Outros estados / ignorado,2025-01,Clínico,1,360.8,1,0
317210,Outros estados / ignorado,2025-10,Clínico,1,3251.51,0,1
317220,Outros estados / ignorado,2025-10,Cirúrgico,1,215.0,0,0
320010,Outros estados / ignorado,2025-09,Cirúrgico,1,1524.72,3,0
320010,Outros estados / ignorado,2025-09,Clínico,1,560.41,6,1
320010,Outros estados / ignorado,2025-11,Clínico,1,193.24,2,0
320010,Outros estados / ignorado,2025-12,Clínico,1,125.53,1,0
320020,Outros estados / ignorado,2025-03,Clínico,1,430.45,1,0
320020,Outros estados / ignorado,2025-05,Obstétrico,1,117.24,1,0
320020,Outros estados / ignorado,2025-06,Cirúrgico,1,450.63,1,0
320020,Outros estados / ignorado,2025-07,Obstétrico,1,521.6,1,0
320020,Outros estados / ignorado,2025-11,Clínico,1,14161.71,1,1
320020,Outros estados / ignorado,2025-12,Cirúrgico,1,215.0,0,0
320030,Outros estados / ignorado,2025-01,Cirúrgico,1,389.43,1,0
320030,Outros estados / ignorado,2025-04,Clínico,1,239.01,2,0
320040,Outros estados / ignorado,2025-04,Clínico,1,199.33,2,0
320050,Outros estados / ignorado,2025-01,Cirúrgico,4,16095.69,23,0
320050,Outros estados / ignorado,2025-01,Clínico,19,74575.44,304,3
320050,Outros estados / ignorado,2025-01,Obstétrico,4,2771.44,10,0
320050,Outros estados / ignorado,2025-01,Pediátrico,4,802.47,12,0
320050,Outros estados / ignorado,2025-02,Cirúrgico,5,57462.94,42,1
320050,Outros estados / ignorado,2025-02,Clínico,6,18411.83,98,3
320050,Outros estados / ignorado,2025-02,Obstétrico,2,830.55,4,0
320050,Outros estados / ignorado,2025-02,Pediátrico,5,1859.01,25,0
320050,Outros estados / ignorado,2025-03,Cirúrgico,8,14932.24,21,1
320050,Outros estados / ignorado,2025-03,Clínico,10,29033.15,93,1
320050,Outros estados / ignorado,2025-03,Obstétrico,11,6381.86,21,0
320050,Outros estados / ignorado,2025-03,Pediátrico,7,3087.26,28,0
320050,Outros estados / ignorado,2025-04,Cirúrgico,6,21551.7,29,1
320050,Outros estados / ignorado,2025-04,Clínico,7,21847.26,118,2
320050,Outros estados / ignorado,2025-04,Obstétrico,4,2401.3,8,0
320050,Outros estados / ignorado,2025-04,Pediátrico,3,653.96,8,0
320050,Outros estados / ignorado,2025-05,Cirúrgico,3,4627.89,39,0
320050,Outros estados / ignorado,2025-05,Clínico,4,22985.76,109,0
320050,Outros estados / ignorado,2025-05,Obstétrico,6,1519.11,20,0
320050,Outros estados / ignorado,2025-05,Pediátrico,2,761.47,15,0
320050,Outros estados / ignorado,2025-06,Cirúrgico,7,23481.67,24,0
320050,Outros estados / ignorado,2025-06,Clínico,4,6150.29,21,1
320050,Outros estados / ignorado,2025-06,Obstétrico,3,2066.33,6,0
320050,Outros estados / ignorado,2025-07,Cirúrgico,7,18915.15,22,0
320050,Outros estados / ignorado,2025-07,Clínico,3,18419.44,28,0
320050,Outros estados / ignorado,2025-07,Obstétrico,4,1622.27,8,0
320050,Outros estados / ignorado,2025-08,Cirúrgico,2,2727.97,38,0
320050,Outros estados / ignorado,2025-08,Clínico,5,17115.74,64,1
320050,Outros estados / ignorado,2025-08,Obstétrico,1,133.44,3,0
320050,Outros estados / ignorado,2025-09,Cirúrgico,7,5941.65,32,0
320050,Outros estados / ignorado,2025-09,Clínico,1,52.22,1,0
320050,Outros estados / ignorado,2025-09,Obstétrico,8,3262.0,14,0
320050,Outros estados / ignorado,2025-09,Pediátrico,1,708.62,7,0
320050,Outros estados / ignorado,2025-10,Cirúrgico,9,42550.85,34,0
320050,Outros estados / ignorado,2025-10,Obstétrico,5,2385.39,10,0
320050,Outros estados / ignorado,2025-10,Pediátrico,2,950.06,8,0
320050,Outros estados / ignorado,2025-11,Cirúrgico,4,3119.1,16,0
320050,Outros estados / ignorado,2025-11,Clínico,5,7791.19,51,0
320050,Outros estados / ignorado,2025-11,Obstétrico,8,4361.73,16,0
320050,Outros estados / ignorado,2025-12,Cirúrgico,3,14780.06,53,1
320050,Outros estados / ignorado,2025-12,Clínico,3,10083.72,31,0
320050,Outros estados / ignorado,2025-12,Obstétrico,3,1533.86,6,0
320050,Outros estados / ignorado,2025-12,Pediátrico,2,1222.53,8,0
320060,Outros estados / ignorado,2025-02,Obstétrico,1,1081.74,3,0
320060,Outros estados / ignorado,2025-06,Clínico,1,1228.98,3,0
320060,Outros estados / ignorado,2025-11,Clínico,1,773.19,3,0
320060,Outros estados / ignorado,2025-12,Cirúrgico,1,691.88,2,0
320070,Outros estados / ignorado,2025-09,Clínico,1,687.56,4,0
320080,Outros estados / ignorado,2025-11,Cirúrgico,1,491.6,2,0
320100,Outros estados / ignorado,2025-05,Pediátrico,1,275.95,6,0
320110,Outros estados / ignorado,2025-01,Cirúrgico,1,14793.52,6,0
320110,Outros estados / ignorado,2025-01,Clínico,7,12397.92,33,0
320110,Outros estados / ignorado,2025-01,Obstétrico,2,1377.22,4,0
320110,Outros estados / ignorado,2025-01,Pediátrico,1,128.83,2,0
320110,Outros estados / ignorado,2025-02,Clínico,2,854.63,9,0
320110,Outros estados / ignorado,2025-02,Obstétrico,1,696.11,3,0
320110,Outros estados / ignorado,2025-02,Pediátrico,1,316.83,3,0
320110,Outros estados / ignorado,2025-03,Cirúrgico,3,6487.92,31,0
320110,Outros estados / ignorado,2025-03,Clínico,1,439.92,2,0
320110,Outros estados / ignorado,2025-03,Obstétrico,1,133.44,1,0
320110,Outros estados / ignorado,2025-03,Pediátrico,1,256.01,4,0
320110,Outros estados / ignorado,2025-04,Cirúrgico,3,2021.39,6,0
320110,Outros estados / ignorado,2025-04,Obstétrico,1,680.11,1,0
320110,Outros estados / ignorado,2025-04,Pediátrico,2,1240.92,4,0
320110,Outros estados / ignorado,2025-05,Cirúrgico,2,7495.25,8,0
320110,Outros estados / ignorado,2025-05,Clínico,2,304.3,3,0
320110,Outros estados / ignorado,2025-05,Obstétrico,2,1378.22,4,0
320110,Outros estados / ignorado,2025-06,Cirúrgico,3,4684.06,21,0
320110,Outros estados / ignorado,2025-06,Clínico,7,10513.32,45,0
320110,Outros estados / ignorado,2025-06,Obstétrico,1,443.4,4,0
320110,Outros estados / ignorado,2025-06,Pediátrico,2,430.77,3,0
320110,Outros estados / ignorado,2025-07,Cirúrgico,5,10913.39,11,0
320110,Outros estados / ignorado,2025-07,Obstétrico,1,739.58,3,0
320110,Outros estados / ignorado,2025-07,Pediátrico,1,628.46,3,0
320110,Outros estados / ignorado,2025-08,Cirúrgico,6,18868.81,26,0
320110,Outros estados / ignorado,2025-08,Clínico,1,5215.59,1,0
320110,Outros estados / ignorado,2025-08,Obstétrico,1,688.11,2,0
320110,Outros estados / ignorado,2025-08,Pediátrico,1,789.0,11,0
320110,Outros estados / ignorado,2025-09,Cirúrgico,1,1205.71,2,0
320110,Outros estados / ignorado,2025-09,Clínico,1,205.42,4,0
320110,Outros estados / ignorado,2025-09,Obstétrico,1,688.11,2,0
320110,Outros estados / ignorado,2025-10,Cirúrgico,2,11811.56,31,0
320110,Outros estados / ignorado,2025-10,Clínico,4,12515.33,35,0
320110,Outros estados / ignorado,2025-10,Obstétrico,1,133.44,1,0
320110,Outros estados / ignorado,2025-10,Pediátrico,1,590.42,1,0
320110,Outros estados / ignorado,2025-11,Cirúrgico,2,1185.16,18,0
320110,Outros estados / ignorado,2025-11,Clínico,4,20315.93,12,1
320110,Outros estados / ignorado,2025-11,Obstétrico,2,1376.22,4,0
320110,Outros estados / ignorado,2025-11,Pediátrico,3,1466.54,9,0
320110,Outros estados / ignorado,2025-12,Cirúrgico,1,4685.44,0,0
320110,Outros estados / ignorado,2025-12,Clínico,3,12438.02,10,0
320110,Outros estados / ignorado,2025-12,Pediátrico,1,306.8,6,0
320120,Outros estados / ignorado,2025-01,Clínico,1,1306.82,30,0
320120,Outros estados / ignorado,2025-02,Clínico,1,1308.1,4,0
320120,Outros estados / ignorado,2025-03,Cirúrgico,1,215.0,0,0
320120,Outros estados / ignorado,2025-03,Clínico,1,4771.59,1,1
320120,Outros estados / ignorado,2025-04,Clínico,2,1754.1,8,0
320120,Outros estados / ignorado,2025-05,Cirúrgico,1,6438.0,0,0
320120,Outros estados / ignorado,2025-06,Cirúrgico,2,3432.92,3,0
320120,Outros estados / ignorado,2025-07,Cirúrgico,3,9009.95,2,0
320120,Outros estados / ignorado,2025-08,Cirúrgico,4,9924.4,39,0
320120,Outros estados / ignorado,2025-09,Cirúrgico,3,10586.11,28,1
320120,Outros estados / ignorado,2025-10,Psiquiatria,1,82.39,2,0
320120,Outros estados / ignorado,2025-11,Cirúrgico,1,933.96,2,0
320120,Outros estados / ignorado,2025-11,Clínico,1,1817.79,5,0
320120,Outros estados / ignorado,2025-11,Psiquiatria,1,906.39,11,0
320120,Outros estados / ignorado,2025-12,Cirúrgico,1,1492.13,15,0
320120,Outros estados / ignorado,2025-12,Clínico,1,1729.03,17,0
320130,Outros estados / ignorado,2025-01,Cirúrgico,1,1011.1,1,0
320130,Outros estados / ignorado,2025-01,Clínico,1,436.77,2,0
320130,Outros estados / ignorado,2025-02,Clínico,4,4319.86,113,0
320130,Outros estados / ignorado,2025-03,Clínico,1,321.68,8,0
320130,Outros estados / ignorado,2025-04,Cirúrgico,3,3572.52,14,0
320130,Outros estados / ignorado,2025-06,Clínico,2,5546.88,2,0
320130,Outros estados / ignorado,2025-07,Clínico,1,1028.23,31,0
320130,Outros estados / ignorado,2025-08,Psiquiatria,1,795.22,16,0
320130,Outros estados / ignorado,2025-09,Cirúrgico,2,1862.87,5,0
320130,Outros estados / ignorado,2025-09,Clínico,1,5858.03,3,0
320140,Outros estados / ignorado,2025-01,Clínico,1,1022.52,1,0
320140,Outros estados / ignorado,2025-02,Clínico,1,6747.7,2,0
320140,Outros estados / ignorado,2025-04,Cirúrgico,1,6638.56,1,0
320140,Outros estados / ignorado,2025-11,Cirúrgico,1,4026.36,1,0
320160,Outros estados / ignorado,2025-05,Clínico,1,1302.89,4,1
320190,Outros estados / ignorado,2025-03,Clínico,1,4276.74,2,0
320200,Outros estados / ignorado,2025-02,Cirúrgico,1,773.96,18,0
320225,Outros estados / ignorado,2025-01,Cirúrgico,1,2003.16,2,0
320230,Outros estados / ignorado,2025-01,Cirúrgico,1,315.94,1,0
320230,Outros estados / ignorado,2025-01,Clínico,2,8184.74,5,2
320230,Outros estados / ignorado,2025-04,Clínico,1,1475.49,12,0
320230,Outros estados / ignorado,2025-07,Clínico,1,655.09,7,0
320230,Outros estados / ignorado,2025-09,Clínico,1,2969.15,21,1
320240,Outros estados / ignorado,2025-03,Cirúrgico,2,54221.27,12,0
320240,Outros estados / ignorado,2025-05,Cirúrgico,1,2124.08,10,0
320240,Outros estados / ignorado,2025-05,Clínico,1,54.56,4,0
320240,Outros estados / ignorado,2025-06,Clínico,1,934.4,12,0
320240,Outros estados / ignorado,2025-08,Clínico,2,1331.5,10,0
320240,Outros estados / ignorado,2025-10,Cirúrgico,1,4020.4,1,0
320240,Outros estados / ignorado,2025-10,Clínico,1,1140.08,12,0
320240,Outros estados / ignorado,2025-11,Cirúrgico,1,114.36,14,0
320240,Outros estados / ignorado,2025-11,Clínico,2,2092.76,28,0
320240,Outros estados / ignorado,2025-12,Clínico,1,44.22,1,0
320245,Outros estados / ignorado,2025-05,Cirúrgico,1,481.49,3,0
320255,Outros estados / ignorado,2025-07,Clínico,1,873.0,11,0
320255,Outros estados / ignorado,2025-09,Clínico,2,2720.77,37,0
320255,Outros estados / ignorado,2025-11,Clínico,1,1751.91,4,0
320270,Outros estados / ignorado,2025-01,Obstétrico,1,678.11,2,0
320280,Outros estados / ignorado,2025-03,Cirúrgico,1,971.96,2,0
320280,Outros estados / ignorado,2025-07,Cirúrgico,1,122.01,1,0
320280,Outros estados / ignorado,2025-08,Cirúrgico,1,1315.92,10,0
320280,Outros estados / ignorado,2025-10,Clínico,1,133.44,6,0
320290,Outros estados / ignorado,2025-01,Cirúrgico,1,1496.88,14,0
320300,Outros estados / ignorado,2025-02,Clínico,1,242.68,3,0
320300,Outros estados / ignorado,2025-05,Cirúrgico,1,1584.78,27,0
320300,Outros estados / ignorado,2025-06,Cirúrgico,1,1953.87,11,0
320300,Outros estados / ignorado,2025-06,Clínico,1,1021.75,8,1
320305,Outros estados / ignorado,2025-08,Cirúrgico,1,1439.8,4,0
320310,Outros estados / ignorado,2025-05,Cirúrgico,1,5557.25,10,0
320310,Outros estados / ignorado,2025-05,Pediátrico,1,832.14,2,0
320313,Outros estados / ignorado,2025-08,Pediátrico,1,562.45,11,0
320316,Outros estados / ignorado,2025-10,Clínico,1,1005.87,14,0
320320,Outros estados / ignorado,2025-01,Cirúrgico,1,3670.85,7,0
320320,Outros estados / ignorado,2025-02,Clínico,1,584.01,5,1
320320,Outros estados / ignorado,2025-05,Clínico,2,7270.53,26,1
320320,Outros estados / ignorado,2025-07,Cirúrgico,1,2337.31,4,0
320320,Outros estados / ignorado,2025-07,Clínico,2,694.74,25,0
320320,Outros estados / ignorado,2025-12,Cirúrgico,1,2729.62,4,0
320332,Outros estados / ignorado,2025-04,Cirúrgico,2,21518.28,7,0
320332,Outros estados / ignorado,2025-04,Clínico,2,1360.49,23,0
320332,Outros estados / ignorado,2025-11,Cirúrgico,1,14420.09,3,1
320332,Outros estados / ignorado,2025-12,Clínico,1,168.19,1,0
320334,Outros estados / ignorado,2025-05,Clínico,2,325.0,5,0
320334,Outros estados / ignorado,2025-12,Cirúrgico,1,199.33,3,0
320340,Outros estados / ignorado,2025-01,Cirúrgico,2,3621.0,41,0
320340,Outros estados / ignorado,2025-01,Clínico,4,9082.84,71,0
320340,Outros estados / ignorado,2025-01,Pediátrico,2,404.17,4,0
320340,Outros estados / ignorado,2025-02,Cirúrgico,2,1501.57,5,0
320340,Outros estados / ignorado,2025-02,Clínico,1,3584.69,6,0
320340,Outros estados / ignorado,2025-02,Obstétrico,1,109.24,1,0
320340,Outros estados / ignorado,2025-03,Clínico,2,5603.97,75,0
320340,Outros estados / ignorado,2025-03,Pediátrico,1,384.68,9,0
320340,Outros estados / ignorado,2025-04,Clínico,1,4446.9,7,0
320340,Outros estados / ignorado,2025-07,Cirúrgico,1,491.41,2,0
320340,Outros estados / ignorado,2025-08,Clínico,1,812.44,11,0
320340,Outros estados / ignorado,2025-09,Cirúrgico,1,406.68,1,0
320340,Outros estados / ignorado,2025-09,Clínico,2,2877.24,8,1
320340,Outros estados / ignorado,2025-10,Clínico,2,1244.44,19,0
320340,Outros estados / ignorado,2025-11,Pediátrico,1,921.91,7,0
320340,Outros estados / ignorado,2025-12,Cirúrgico,2,1612.37,2,0
320370,Outros estados / ignorado,2025-07,Cirúrgico,1,21420.25,20,0
320370,Outros estados / ignorado,2025-09,Clínico,1,4459.01,38,0
320370,Outros estados / ignorado,2025-10,Clínico,1,2098.49,37,0
320370,Outros estados / ignorado,2025-12,Clínico,1,921.01,4,0
320380,Outros estados / ignorado,2025-01,Cirúrgico,1,36176.23,0,0
320380,Outros estados / ignorado,2025-02,Cirúrgico,1,377.47,2,0
320380,Outros estados / ignorado,2025-02,Clínico,1,6959.01,4,0
320380,Outros estados / ignorado,2025-03,Pediátrico,1,348.44,6,0
320380,Outros estados / ignorado,2025-08,Clínico,1,1195.41,8,0
320380,Outros estados / ignorado,2025-11,Clínico,2,5109.68,33,1
320390,Outros estados / ignorado,2025-01,Clínico,1,333.73,3,0
320410,Outros estados / ignorado,2025-07,Cirúrgico,1,4020.4,1,0
320420,Outros estados / ignorado,2025-02,Clínico,1,44.22,1,0
320425,Outros estados / ignorado,2025-05,Cirúrgico,1,2187.36,1,0
320430,Outros estados / ignorado,2025-07,Cirúrgico,1,1647.83,2,0
320430,Outros estados / ignorado,2025-08,Cirúrgico,1,4003.07,23,0
320430,Outros estados / ignorado,2025-11,Clínico,1,2207.65,34,0
320455,Outros estados / ignorado,2025-02,Cirúrgico,1,6521.79,0,0
320455,Outros estados / ignorado,2025-04,Cirúrgico,1,4308.85,0,0
320455,Outros estados / ignorado,2025-05,Cirúrgico,1,8410.62,5,0
320455,Outros estados / ignorado,2025-06,Cirúrgico,1,896.74,7,0
320455,Outros estados / ignorado,2025-06,Clínico,1,334.99,3,0
320460,Outros estados / ignorado,2025-08,Cirúrgico,2,3381.88,9,0
320480,Outros estados / ignorado,2025-01,Cirúrgico,1,859.58,1,0
320480,Outros estados / ignorado,2025-01,Clínico,1,1345.06,11,1
320480,Outros estados / ignorado,2025-01,Obstétrico,1,133.44,1,0
320480,Outros estados / ignorado,2025-02,Clínico,3,3087.39,5,0
320480,Outros estados / ignorado,2025-02,Pediátrico,1,937.91,9,0
320480,Outros estados / ignorado,2025-03,Obstétrico,1,697.11,3,0
320480,Outros estados / ignorado,2025-04,Cirúrgico,1,4951.23,9,0
320480,Outros estados / ignorado,2025-05,Cirúrgico,3,55184.56,8,0
320480,Outros estados / ignorado,2025-05,Clínico,3,8827.96,27,0
320480,Outros estados / ignorado,2025-06,Clínico,2,3434.43,10,0
320480,Outros estados / ignorado,2025-07,Cirúrgico,1,6881.08,3,0
320480,Outros estados / ignorado,2025-07,Clínico,2,276.25,6,0
